YAL049C 	chrI 	51739 	51847 	0.598858232923
YAL023C 	chrI 	107252 	107336 	0.627569761817
YAL023C 	chrI 	107339 	107426 	0.660974660291
YAL023C 	chrI 	107427 	107503 	0.740341892017
YAL023C 	chrI 	107504 	107615 	0.788881302379
YAL023C 	chrI 	107617 	107720 	0.784577245967
YAL023C 	chrI 	107724 	107851 	0.202079957163
YAL023C 	chrI 	107852 	107970 	0.64229997204
YAL023C 	chrI 	107973 	108090 	0.370259171307
YAL023C 	chrI 	108091 	108210 	0.747171418439
YAL023C 	chrI 	108212 	108315 	0.753654319541
YAL023C 	chrI 	108318 	108421 	0.704770232195
YAL023C 	chrI 	108422 	108509 	0.53431865542
YAL023C 	chrI 	108511 	108603 	0.626652801506
YAL023C 	chrI 	108618 	108664 	0.907001202021
YAL022C 	chrI 	108860 	108963 	0.611821382922
YAL022C 	chrI 	108964 	109058 	0.623614767488
YAL022C 	chrI 	109063 	109163 	0.625629033922
YAL022C 	chrI 	109164 	109256 	0.738545111436
YAL022C 	chrI 	109259 	109347 	0.61413847253
YAL022C 	chrI 	109352 	109455 	0.60038614691
YAL022C 	chrI 	109460 	109542 	0.569975810564
YAL022C 	chrI 	109545 	109661 	0.59844977361
YAL022C 	chrI 	109662 	109766 	0.600019706278
YAL022C 	chrI 	109773 	109876 	0.406385954123
YAL022C 	chrI 	109880 	110007 	0.618512510937
YAL022C 	chrI 	110008 	110099 	0.665209279864
YAL022C 	chrI 	110100 	110201 	0.337712638292
YAL022C 	chrI 	110202 	110291 	0.495308488467
YAL022C 	chrI 	110292 	110376 	0.606317036154
YAL022C 	chrI 	110378 	110459 	0.553312376584
YAL007C 	chrI 	137571 	137670 	0.628143557519
YAL007C 	chrI 	137674 	137763 	0.550998779844
YAL007C 	chrI 	137765 	137866 	0.758127203967
YAL007C 	chrI 	137867 	137953 	0.479797304454
YAL007C 	chrI 	137956 	138047 	0.853108534656
YAL007C 	chrI 	138054 	138169 	0.615769073145
YAL007C 	chrI 	138170 	138274 	0.486403429414
YAL007C 	chrI 	138277 	138380 	0.634855116925
YAL007C 	chrI 	138399 	138442 	0.758743110134
YAL005C 	chrI 	139371 	139477 	0.870468660877
YAL005C 	chrI 	139478 	139586 	0.640190413225
YAL005C 	chrI 	139587 	139687 	0.447977616671
YAL005C 	chrI 	139688 	139769 	0.663185830942
YAL005C 	chrI 	139770 	140190 	0.823769984125
YAL005C 	chrI 	140192 	140669 	0.604393617757
YAL005C 	chrI 	140671 	141204 	0.815807640909
YAL005C 	chrI 	141205 	141307 	0.490891904334
YAL005C 	chrI 	141308 	141411 	0.509954522036
YAL005C 	chrI 	141415 	141491 	0.889635600703
YAL005C 	chrI 	141493 	141626 	0.473828631745
YAR002C-A 	chrI 	153902 	154008 	0.52589037589
YAR002C-A 	chrI 	154009 	154106 	0.830343122411
YAR002C-A 	chrI 	154107 	154228 	0.614797067089
YAR002C-A 	chrI 	154229 	154314 	0.792242362789
YAR002C-A 	chrI 	154316 	154425 	0.705266953368
YAR002C-A 	chrI 	154428 	154548 	0.428653882611
YAR002C-A 	chrI 	154549 	154634 	0.632663219692
YAR002C-A 	chrI 	154635 	154746 	0.818553831653
YAR007C 	chrI 	156747 	156845 	0.605347998211
YAR007C 	chrI 	156848 	156931 	0.566400901921
YAR007C 	chrI 	156932 	157028 	0.666899906883
YAR007C 	chrI 	157029 	157112 	0.442735617187
YAR007C 	chrI 	157117 	157233 	0.497748667257
YAR007C 	chrI 	157234 	157333 	0.641279960437
YAR007C 	chrI 	157334 	157421 	0.597251903085
YAR007C 	chrI 	157423 	157545 	0.688014912814
YAR007C 	chrI 	157547 	157650 	0.528481279388
YAR007C 	chrI 	157651 	157733 	0.604255223837
YAR007C 	chrI 	157735 	157826 	0.652635355409
YAR007C 	chrI 	157828 	157912 	0.767113208577
YAR007C 	chrI 	157915 	158005 	0.41390271199
YAR007C 	chrI 	158006 	158085 	0.561318011106
YAR007C 	chrI 	158086 	158171 	0.540265067176
YAR007C 	chrI 	158172 	158248 	0.442044453215
YAR007C 	chrI 	158250 	158363 	0.501289837221
YAR007C 	chrI 	158364 	158457 	0.460778420295
YAR007C 	chrI 	158458 	158555 	0.490715388468
YAR007C 	chrI 	158557 	158648 	0.555705661585
YAR014C 	chrI 	166611 	166705 	0.452955269856
YAR014C 	chrI 	166706 	166815 	0.554915460741
YAR014C 	chrI 	166816 	166909 	0.400075171269
YAR014C 	chrI 	166911 	166997 	0.371722020746
YAR014C 	chrI 	166998 	167110 	0.702817221688
YAR014C 	chrI 	167112 	167253 	0.528899199222
YAR014C 	chrI 	167254 	167348 	0.275469661122
YAR014C 	chrI 	167349 	167442 	0.524783963006
YAR014C 	chrI 	167443 	167528 	0.676976793498
YAR014C 	chrI 	167530 	167636 	0.651167091565
YAR014C 	chrI 	167637 	167753 	0.538080752002
YAR014C 	chrI 	167758 	167875 	0.547189943033
YAR014C 	chrI 	167878 	167983 	0.584347610283
YAR014C 	chrI 	167985 	168086 	0.352890614256
YAR014C 	chrI 	168087 	168178 	0.289737353667
YAR014C 	chrI 	168179 	168278 	0.640914253375
YAR014C 	chrI 	168281 	168382 	0.478652567589
YAR014C 	chrI 	168385 	168470 	0.503259719302
YAR014C 	chrI 	168471 	168569 	0.503334313897
YAR014C 	chrI 	168570 	168680 	0.629040427273
YAR014C 	chrI 	168681 	168772 	0.18848890984
YAR014C 	chrI 	168773 	168886 	0.487093002908
YAR014C 	chrI 	168887 	169016 	0.593607002277
YBL107C 	chrII 	9830 	9942 	0.700561890757
YBL107C 	chrII 	9945 	10035 	0.476614517182
YBL107C 	chrII 	10036 	10127 	0.468620657638
YBL107C 	chrII 	10128 	10210 	0.180648715094
YBL107C 	chrII 	10214 	10299 	0.690504430883
YBL107C 	chrII 	10300 	10385 	0.469881993423
YBL107C 	chrII 	10389 	10493 	0.691923476954
YBL107C 	chrII 	10515 	10563 	0.626988862998
YBL093C 	chrII 	44119 	44227 	0.811507958802
YBL093C 	chrII 	44228 	44318 	0.864288991079
YBL093C 	chrII 	44319 	44404 	0.676406023341
YBL093C 	chrII 	44409 	44500 	0.711620308419
YBL093C 	chrII 	44502 	44591 	0.614534803078
YBL093C 	chrII 	44596 	44675 	0.657944145348
YBL093C 	chrII 	44676 	44753 	0.477178293014
YBL093C 	chrII 	44754 	44845 	0.514913145905
YBL093C 	chrII 	44846 	44932 	0.469266970635
YBL093C 	chrII 	44961 	45010 	0.801789523915
YBL091C 	chrII 	47216 	47330 	0.842690841207
YBL091C 	chrII 	47331 	47423 	0.608243728758
YBL091C 	chrII 	47426 	47518 	0.664547817466
YBL091C 	chrII 	47520 	47607 	0.724551463811
YBL091C 	chrII 	47609 	47726 	0.61228778426
YBL091C 	chrII 	47727 	47815 	0.71842628914
YBL091C 	chrII 	47817 	47909 	0.677246107292
YBL091C 	chrII 	47911 	48012 	0.588925460759
YBL091C 	chrII 	48016 	48106 	0.338366658697
YBL091C 	chrII 	48107 	48207 	0.188989412022
YBL091C 	chrII 	48208 	48310 	0.70600925356
YBL091C 	chrII 	48311 	48438 	0.75946525158
YBL091C 	chrII 	48439 	48517 	0.613113587918
YBL091C 	chrII 	48518 	48608 	0.503295625432
YBL091C 	chrII 	48622 	48664 	0.935416394773
YBL087C 	chrII 	59725 	59837 	0.943562623162
YBL087C 	chrII 	59838 	59944 	0.774283221255
YBL087C 	chrII 	59945 	60101 	0.689048256805
YBL087C 	chrII 	60107 	60210 	0.683604512495
YBL087C 	chrII 	60212 	60299 	0.330338683258
YBL087C 	chrII 	60300 	60381 	0.20169017439
YBL087C 	chrII 	60382 	60487 	0.658682219642
YBL087C 	chrII 	60488 	60582 	0.45572580092
YBL087C 	chrII 	60584 	60684 	0.503573480599
YBL087C 	chrII 	60685 	60769 	0.99100334013
YBL087C 	chrII 	60788 	60843 	0.736413479231
YBL076C 	chrII 	80944 	81048 	0.831858889407
YBL076C 	chrII 	81049 	81132 	0.796776631801
YBL076C 	chrII 	81136 	81237 	0.664068653282
YBL076C 	chrII 	81239 	81331 	0.716421283032
YBL076C 	chrII 	81332 	81418 	0.579599570424
YBL076C 	chrII 	81423 	81527 	0.870413254932
YBL076C 	chrII 	81528 	81643 	0.749917474191
YBL076C 	chrII 	81646 	81736 	0.470858693938
YBL076C 	chrII 	81737 	81833 	0.741256972544
YBL076C 	chrII 	81834 	81926 	0.793409357037
YBL076C 	chrII 	81927 	82042 	0.82442610554
YBL076C 	chrII 	82045 	82142 	0.595921200007
YBL076C 	chrII 	82145 	82243 	0.831366750606
YBL076C 	chrII 	82250 	82363 	0.845635389731
YBL076C 	chrII 	82364 	82457 	0.828500067674
YBL076C 	chrII 	82459 	82569 	0.583913671092
YBL076C 	chrII 	82577 	82668 	0.729294044707
YBL076C 	chrII 	82680 	82777 	0.736295639937
YBL076C 	chrII 	82784 	82902 	0.265431079596
YBL076C 	chrII 	82905 	82996 	0.622309958636
YBL076C 	chrII 	82997 	83107 	0.702983332834
YBL076C 	chrII 	83109 	83220 	0.834186429777
YBL076C 	chrII 	83223 	83341 	0.609539457963
YBL076C 	chrII 	83346 	83449 	0.304287342454
YBL076C 	chrII 	83451 	83547 	0.683639149387
YBL076C 	chrII 	83548 	83654 	0.685136292084
YBL076C 	chrII 	83655 	83745 	0.854371335107
YBL076C 	chrII 	83750 	83860 	0.645990410596
YBL076C 	chrII 	83862 	83963 	0.713183678422
YBL076C 	chrII 	83966 	84053 	0.879758850308
YBL076C 	chrII 	84055 	84155 	0.553432119152
YBL076C 	chrII 	84156 	84246 	0.564442755593
YBL076C 	chrII 	84261 	84295 	0.937020848853
YBL059C-A 	chrII 	109964 	110066 	0.590120979072
YBL059C-A 	chrII 	110067 	110154 	0.853473638106
YBL059C-A 	chrII 	110155 	110245 	0.760459306759
YBL059C-A 	chrII 	110246 	110341 	0.602160658404
YBL059C-A 	chrII 	110343 	110444 	0.569216001461
YBL059C-A 	chrII 	110449 	110558 	0.902612939207
YBL057C 	chrII 	112745 	112849 	0.78961164958
YBL057C 	chrII 	112850 	112968 	0.684680118804
YBL057C 	chrII 	112969 	113056 	0.545273687023
YBL057C 	chrII 	113058 	113147 	0.775560210604
YBL057C 	chrII 	113150 	113257 	0.748331705549
YBL057C 	chrII 	113260 	113339 	0.719034263606
YBL057C 	chrII 	113381 	113430 	0.209885290213
YBL055C 	chrII 	115496 	115597 	0.565904632118
YBL055C 	chrII 	115598 	115701 	0.583448710544
YBL055C 	chrII 	115702 	115796 	0.537900136735
YBL055C 	chrII 	115798 	115889 	0.434508492234
YBL055C 	chrII 	115890 	115985 	0.517275301388
YBL055C 	chrII 	115988 	116090 	0.64406396077
YBL055C 	chrII 	116093 	116203 	0.462276703826
YBL055C 	chrII 	116204 	116310 	0.72873243356
YBL055C 	chrII 	116311 	116408 	0.480221863624
YBL055C 	chrII 	116410 	116514 	0.594400773737
YBL055C 	chrII 	116516 	116610 	0.343965648642
YBL055C 	chrII 	116613 	116719 	0.575673560051
YBL055C 	chrII 	116720 	116807 	0.48869758786
YBL055C 	chrII 	116809 	116925 	0.376370967437
YBL055C 	chrII 	116926 	117024 	-0.127970120894
YBL055C 	chrII 	117027 	117118 	0.143611136286
YBL055C 	chrII 	117119 	117210 	0.175010109583
YBL045C 	chrII 	133861 	133953 	0.491938938228
YBL045C 	chrII 	133954 	134052 	0.768662792524
YBL045C 	chrII 	134055 	134132 	0.493884500522
YBL045C 	chrII 	134134 	134245 	0.742487727765
YBL045C 	chrII 	134247 	134345 	0.59714957669
YBL045C 	chrII 	134347 	134446 	0.613145215619
YBL045C 	chrII 	134450 	134546 	0.617086335387
YBL045C 	chrII 	134549 	134639 	0.761024814817
YBL045C 	chrII 	134641 	134735 	0.438075667673
YBL045C 	chrII 	134739 	134829 	0.71815028277
YBL045C 	chrII 	134835 	134928 	0.602225756354
YBL045C 	chrII 	134929 	135033 	0.703322068515
YBL045C 	chrII 	135034 	135124 	0.619630034048
YBL045C 	chrII 	135126 	135220 	0.556750065313
YBL045C 	chrII 	135221 	135320 	0.771311295944
YBL045C 	chrII 	135321 	135414 	0.446246146631
YBL045C 	chrII 	135418 	135503 	0.55093505218
YBL045C 	chrII 	135504 	135573 	0.403172838893
YBL045C 	chrII 	135574 	135666 	0.210395050613
YBL045C 	chrII 	135669 	135770 	0.907204138735
YBL042C 	chrII 	138163 	138259 	0.845530594494
YBL042C 	chrII 	138262 	138340 	0.664289481644
YBL042C 	chrII 	138341 	138440 	0.733858589447
YBL042C 	chrII 	138441 	138552 	0.318926695012
YBL042C 	chrII 	138553 	138681 	0.49163164237
YBL042C 	chrII 	138685 	138785 	0.582399187346
YBL042C 	chrII 	138788 	138901 	0.348198392833
YBL042C 	chrII 	138902 	139014 	0.539952695659
YBL042C 	chrII 	139016 	139118 	0.59157438548
YBL042C 	chrII 	139121 	139218 	0.503726023542
YBL042C 	chrII 	139219 	139328 	0.660532938878
YBL042C 	chrII 	139329 	139434 	0.739012210524
YBL042C 	chrII 	139442 	139536 	0.663059374975
YBL042C 	chrII 	139537 	139659 	0.476563361677
YBL042C 	chrII 	139661 	139780 	0.389196396009
YBL042C 	chrII 	139782 	139891 	0.628722655305
YBL042C 	chrII 	139892 	139982 	0.796260996783
YBL042C 	chrII 	139983 	140090 	0.715538795541
YBL042C 	chrII 	140091 	140180 	0.729763095494
YBL042C 	chrII 	140182 	140270 	0.573433102202
YBL040C 	chrII 	142012 	142088 	0.77428275278
YBL040C 	chrII 	142094 	142179 	0.416206508683
YBL040C 	chrII 	142181 	142284 	0.75794677679
YBL040C 	chrII 	142286 	142417 	0.550845515791
YBL040C 	chrII 	142418 	142520 	0.762336814398
YBL040C 	chrII 	142521 	142622 	0.715566056424
YBL040C 	chrII 	142624 	142720 	0.724658117453
YBL040C 	chrII 	142721 	142824 	0.887830811839
YBL040C 	chrII 	142873 	142922 	0.924342192581
YBL039C 	chrII 	143862 	143985 	0.313599205258
YBL039C 	chrII 	143986 	144091 	0.665730177123
YBL039C 	chrII 	144092 	144166 	0.712326440154
YBL039C 	chrII 	144167 	144272 	0.612144606245
YBL039C 	chrII 	144273 	144364 	0.837216759017
YBL039C 	chrII 	144366 	144463 	0.656264697049
YBL039C 	chrII 	144464 	144584 	0.749504593367
YBL039C 	chrII 	144585 	144680 	0.521656054872
YBL039C 	chrII 	144682 	144785 	0.773479666585
YBL039C 	chrII 	144786 	144883 	0.624970873092
YBL039C 	chrII 	144886 	144966 	0.844371714518
YBL039C 	chrII 	144967 	145076 	0.303949568014
YBL039C 	chrII 	145077 	145173 	0.514289805745
YBL039C 	chrII 	145174 	145283 	0.633307308367
YBL039C 	chrII 	145284 	145390 	0.535406589134
YBL039C 	chrII 	145395 	145481 	0.813923992644
YBL039C 	chrII 	145482 	145602 	0.70050534922
YBL039C 	chrII 	145605 	145724 	0.276576956462
YBL039C 	chrII 	145756 	145808 	0.954013259166
YBL036C 	chrII 	150334 	150437 	0.704183612435
YBL036C 	chrII 	150438 	150535 	0.647072461622
YBL036C 	chrII 	150538 	150651 	0.654956628157
YBL036C 	chrII 	150652 	150758 	0.547443713872
YBL036C 	chrII 	150760 	150849 	0.82206218385
YBL036C 	chrII 	150850 	150934 	0.751766220703
YBL036C 	chrII 	150935 	151040 	0.769615723103
YBL036C 	chrII 	151041 	151135 	0.743778383517
YBL036C 	chrII 	151138 	151233 	0.617716673446
YBL030C 	chrII 	162775 	162865 	0.818005444917
YBL030C 	chrII 	162866 	162958 	0.472481888717
YBL030C 	chrII 	162959 	163084 	0.644395052473
YBL030C 	chrII 	163086 	163225 	0.570953869815
YBL030C 	chrII 	163227 	163363 	0.381096177447
YBL030C 	chrII 	163366 	163491 	0.416248667917
YBL030C 	chrII 	163494 	163617 	0.557511176467
YBL030C 	chrII 	163618 	163718 	0.52095892253
YBL030C 	chrII 	163722 	163817 	0.633994281367
YBL030C 	chrII 	163821 	163900 	0.91578420212
YBL030C 	chrII 	163904 	163991 	0.575378536689
YBL030C 	chrII 	163992 	164099 	0.82968427521
YBL030C 	chrII 	164100 	164144 	0.838634725837
YBL028C 	chrII 	167363 	167462 	0.749388897159
YBL028C 	chrII 	167463 	167557 	0.883001405317
YBL028C 	chrII 	167558 	167639 	0.849338895742
YBL028C 	chrII 	167642 	167718 	0.922950005039
YBL028C 	chrII 	167719 	167802 	0.694765125516
YBL028C 	chrII 	167804 	167887 	0.888701201403
YBL018C 	chrII 	185909 	186004 	0.741381075272
YBL018C 	chrII 	186006 	186101 	0.514994524233
YBL018C 	chrII 	186102 	186194 	0.367866232742
YBL018C 	chrII 	186195 	186309 	0.662279739344
YBL018C 	chrII 	186310 	186402 	0.733238635755
YBL018C 	chrII 	186404 	186521 	0.929769497168
YBL006C 	chrII 	216477 	216560 	0.582013461827
YBL006C 	chrII 	216566 	216662 	0.739435999643
YBL006C 	chrII 	216665 	216743 	0.632966639117
YBL006C 	chrII 	216746 	216839 	0.809567805646
YBL006C 	chrII 	216840 	216953 	0.437538373803
YBL006C 	chrII 	216955 	217037 	0.684597463559
YBL006C 	chrII 	217038 	217146 	0.739818716399
YBL003C 	chrII 	235098 	235209 	0.868262043622
YBL003C 	chrII 	235216 	235314 	0.911894242748
YBL003C 	chrII 	235319 	235413 	0.860712125532
YBL003C 	chrII 	235415 	235506 	0.693243205113
YBL003C 	chrII 	235507 	235588 	0.591333048176
YBL003C 	chrII 	235593 	235703 	0.76900895208
YBL003C 	chrII 	235705 	235821 	0.713257781375
YBL001C 	chrII 	236909 	236998 	0.594067912728
YBL001C 	chrII 	236999 	237131 	0.901586203057
YBL001C 	chrII 	237133 	237222 	0.476140079701
YBL001C 	chrII 	237223 	237340 	0.662241262133
YBL001C 	chrII 	237341 	237430 	0.483983450858
YBL001C 	chrII 	237431 	237538 	0.734742710835
YBR002C 	chrII 	241500 	241600 	0.691075626286
YBR002C 	chrII 	241602 	241689 	0.528887542711
YBR002C 	chrII 	241690 	241789 	0.702239856513
YBR002C 	chrII 	241791 	241903 	0.809134228036
YBR002C 	chrII 	241905 	242013 	0.684722489097
YBR002C 	chrII 	242014 	242102 	0.530392919303
YBR002C 	chrII 	242103 	242204 	0.676580785073
YBR002C 	chrII 	242205 	242304 	0.695108969677
YBR002C 	chrII 	242308 	242422 	0.646289986879
YBR002C 	chrII 	242424 	242521 	0.539329507508
YBR002C 	chrII 	242552 	242599 	0.776637865543
YBR009C 	chrII 	255260 	255362 	0.877804160603
YBR009C 	chrII 	255363 	255504 	0.789206214097
YBR009C 	chrII 	255505 	255645 	0.75576964666
YBR009C 	chrII 	255646 	255728 	0.786443407386
YBR011C 	chrII 	256905 	257016 	0.323238200966
YBR011C 	chrII 	257017 	257122 	0.656134766656
YBR011C 	chrII 	257123 	257212 	0.762809986745
YBR011C 	chrII 	257213 	257306 	0.821070509226
YBR011C 	chrII 	257307 	257392 	0.746350356483
YBR011C 	chrII 	257393 	257488 	0.646951978993
YBR011C 	chrII 	257489 	257602 	0.635390752427
YBR011C 	chrII 	257603 	257693 	0.853203336427
YBR011C 	chrII 	257695 	257780 	0.829599682308
YBR011C 	chrII 	257781 	257861 	0.572305394389
YBR011C 	chrII 	257864 	257955 	0.696922572788
YBR011C 	chrII 	257974 	258017 	0.863472557009
YBR014C 	chrII 	266478 	266587 	0.733147440361
YBR014C 	chrII 	266588 	266690 	0.65823809903
YBR014C 	chrII 	266693 	266796 	0.430973590348
YBR014C 	chrII 	266799 	266895 	0.393344647003
YBR014C 	chrII 	266896 	266981 	0.675957557697
YBR014C 	chrII 	266982 	267067 	0.595935236536
YBR014C 	chrII 	267068 	267159 	0.800573049086
YBR014C 	chrII 	267160 	267251 	0.672761450818
YBR014C 	chrII 	267252 	267359 	0.751512603156
YBR017C 	chrII 	270695 	270850 	0.333083612823
YBR017C 	chrII 	270852 	270953 	0.830932947253
YBR017C 	chrII 	270954 	271039 	0.642382823724
YBR017C 	chrII 	271041 	271139 	0.720740503156
YBR017C 	chrII 	271141 	271252 	0.552933720853
YBR017C 	chrII 	271253 	271340 	0.502197327732
YBR017C 	chrII 	271341 	271460 	0.524238497844
YBR017C 	chrII 	271461 	271584 	0.671258070964
YBR017C 	chrII 	271585 	271685 	0.546418965643
YBR017C 	chrII 	271691 	271785 	0.518418169153
YBR017C 	chrII 	271786 	271891 	0.285729658831
YBR017C 	chrII 	271893 	271996 	0.697361188689
YBR017C 	chrII 	271997 	272106 	0.672770314829
YBR017C 	chrII 	272107 	272201 	0.802588105324
YBR017C 	chrII 	272208 	272309 	0.700031336499
YBR017C 	chrII 	272310 	272423 	0.564083099898
YBR017C 	chrII 	272425 	272529 	0.611373109111
YBR017C 	chrII 	272531 	272631 	0.809904327569
YBR017C 	chrII 	272632 	272732 	0.229464574293
YBR017C 	chrII 	272733 	272829 	0.649244578165
YBR017C 	chrII 	272830 	272944 	0.528518639598
YBR017C 	chrII 	272945 	273037 	0.822423881852
YBR017C 	chrII 	273039 	273147 	0.509666865486
YBR017C 	chrII 	273148 	273243 	0.586570228313
YBR017C 	chrII 	273245 	273349 	0.420141909684
YBR017C 	chrII 	273351 	273432 	0.653134891885
YBR017C 	chrII 	273433 	273528 	0.56393126024
YBR017C 	chrII 	273530 	273629 	0.538103627529
YBR017C 	chrII 	273630 	273723 	0.554395487548
YBR025C 	chrII 	290394 	290503 	0.870415988109
YBR025C 	chrII 	290509 	290618 	0.797621092554
YBR025C 	chrII 	290620 	290741 	0.812865417827
YBR025C 	chrII 	290742 	290850 	0.673071272564
YBR025C 	chrII 	290852 	290956 	0.763902199425
YBR025C 	chrII 	290957 	291036 	0.649916135874
YBR025C 	chrII 	291040 	291135 	0.730168086324
YBR025C 	chrII 	291136 	291231 	0.592516804491
YBR025C 	chrII 	291233 	291323 	0.579310434686
YBR025C 	chrII 	291324 	291419 	0.553763805287
YBR025C 	chrII 	291420 	291531 	0.903524570307
YBR025C 	chrII 	291536 	291661 	0.298205081092
YBR025C 	chrII 	291662 	291749 	0.749404718809
YBR025C 	chrII 	291750 	291856 	0.750420216091
YBR025C 	chrII 	291857 	291960 	0.906812644349
YBR034C 	chrII 	304756 	304873 	0.795206783432
YBR034C 	chrII 	304879 	304965 	0.616331559994
YBR034C 	chrII 	304966 	305048 	0.834797182816
YBR034C 	chrII 	305050 	305148 	0.679877904945
YBR034C 	chrII 	305153 	305252 	0.618145640616
YBR034C 	chrII 	305253 	305338 	0.815096903556
YBR034C 	chrII 	305339 	305441 	0.710049117586
YBR034C 	chrII 	305442 	305550 	0.646679317473
YBR034C 	chrII 	305551 	305655 	0.840194641228
YBR034C 	chrII 	305656 	305772 	0.539142463147
YBR034C 	chrII 	305776 	305876 	0.758544722307
YBR034C 	chrII 	305878 	305958 	0.755332603718
YBR034C 	chrII 	305984 	306017 	0.921030871053
YBR035C 	chrII 	306141 	306246 	0.735890707793
YBR035C 	chrII 	306247 	306333 	0.846051801962
YBR035C 	chrII 	306336 	306443 	0.485081207537
YBR035C 	chrII 	306444 	306525 	0.767916756289
YBR035C 	chrII 	306527 	306629 	0.491701565649
YBR035C 	chrII 	306632 	306730 	0.631184145988
YBR035C 	chrII 	306733 	306826 	0.598248342076
YBR035C 	chrII 	306827 	306917 	0.718376198001
YBR035C 	chrII 	306944 	306985 	0.88627692
YBR036C 	chrII 	308860 	309001 	0.432068118224
YBR036C 	chrII 	309002 	309090 	0.692095618121
YBR036C 	chrII 	309091 	309188 	0.621060146285
YBR036C 	chrII 	309189 	309319 	0.61880408977
YBR036C 	chrII 	309321 	309440 	0.686896708158
YBR036C 	chrII 	309441 	309553 	0.746619185393
YBR036C 	chrII 	309560 	309668 	0.604431442519
YBR036C 	chrII 	309670 	309779 	0.563079483475
YBR036C 	chrII 	309780 	309893 	0.729502506093
YBR036C 	chrII 	309895 	309979 	0.807667317074
YBR036C 	chrII 	309980 	310075 	0.731156584574
YBR036C 	chrII 	310076 	310184 	0.339439952534
YBR036C 	chrII 	310186 	310268 	0.788839833177
YBR036C 	chrII 	310272 	310367 	0.712997317517
YBR042C 	chrII 	320476 	320570 	0.518836141896
YBR042C 	chrII 	320574 	320679 	0.527092152138
YBR042C 	chrII 	320681 	320786 	0.486431050172
YBR042C 	chrII 	320790 	320875 	0.471558503798
YBR042C 	chrII 	320878 	320961 	0.595870677724
YBR042C 	chrII 	320966 	321056 	0.615946772896
YBR042C 	chrII 	321058 	321150 	0.729539644613
YBR042C 	chrII 	321151 	321270 	0.723284128045
YBR042C 	chrII 	321271 	321370 	0.346631205503
YBR042C 	chrII 	321371 	321467 	0.684632548844
YBR042C 	chrII 	321468 	321576 	0.629694379699
YBR042C 	chrII 	321618 	321667 	0.663375721195
YBR052C 	chrII 	338668 	338762 	0.792808229021
YBR052C 	chrII 	338763 	338874 	0.724652716346
YBR052C 	chrII 	338875 	338977 	0.496284757058
YBR052C 	chrII 	338979 	339098 	0.608404171586
YBR052C 	chrII 	339099 	339187 	0.742617980653
YBR052C 	chrII 	339190 	339285 	0.786382618517
YBR052C 	chrII 	339286 	339375 	0.723229237636
